I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.07,,,,,0.163,0.167,-0.039,,,
,-0.055,,,,,0.226,0.261,0.009,,,
,-0.044,,,,,0.233,0.324,0.07,,,
,-0.033,,,,,0.198,0.324,0.13,,,
,-0.02,,,,,0.175,0.28,0.16,,,
,0.019,,,,,0.127,0.241,0.234,,,
,0.06,,,,,0.046,0.189,0.313,,,
,0.104,,,,,-0.063,0.118,0.404,,,
,0.16,,,,,-0.194,0.032,0.494,,,
,0.225,,,,,-0.33,-0.075,0.56,,,
,0.302,,,,,-0.444,-0.194,0.654,,,
,0.405,,,,,-0.549,-0.285,0.754,,,
,0.493,,,,,-0.666,-0.402,0.793,,,
,0.548,,,,,-0.78,-0.568,0.783,,,
,0.605,,,,,-0.865,-0.73,0.785,,,
,0.657,,,,,-0.937,-0.858,0.788,,,
,0.673,,,,,-0.971,-0.919,0.774,,,
,0.681,,,,,-0.975,-0.919,0.825,,,
,0.672,,,,,-0.93,-0.84,0.946,,,
,0.625,,,,,-0.815,-0.68,1.035,,,
,0.591,,,,,-0.699,-0.525,1.015,,,
,0.489,,,,,-0.546,-0.36,0.867,,,
,0.339,,,,,-0.394,-0.26,0.628,,,
,0.196,,,,,-0.278,-0.225,0.322,,,
,0.095,,,,,-0.19,-0.175,0.05,,,
,0.064,,,,,-0.137,-0.127,0.031,,,
,0.042,,,,,-0.086,-0.078,0.04,,,
,0.024,,,,,-0.053,-0.052,0.024,,,
,0.018,,,,,-0.043,-0.049,0.018,,,
,0.01,,,,,-0.03,-0.04,0.01,,,
,0.002,,,,,-0.014,-0.032,0.002,,,
,-0.006,,,,,0.0,-0.024,-0.005,,,
,-0.014,,,,,0.008,-0.016,-0.017,,,
,-0.022,,,,,0.011,-0.008,-0.034,,,
,-0.03,,,,,0.015,0.0,-0.045,,,
,-0.038,,,,,0.019,0.004,-0.057,,,
,-0.043,,,,,0.024,0.005,-0.07,,,
,-0.047,,,,,0.024,0.004,-0.078,,,
,-0.051,,,,,0.019,0.006,-0.089,,,
,-0.055,,,,,0.02,0.01,-0.105,,,
,-0.059,,,,,0.032,0.01,-0.102,,,
,-0.06,,,,,0.039,0.01,-0.099,,,
,-0.062,,,,,0.04,0.01,-0.1,,,
,-0.065,,,,,0.04,0.011,-0.1,,,
,-0.065,,,,,0.04,0.015,-0.1,,,
,-0.065,,,,,0.04,0.015,-0.1,,,
,-0.065,,,,,0.043,0.014,-0.1,,,
,-0.065,,,,,0.046,0.017,-0.1,,,
,-0.065,,,,,0.045,0.02,-0.099,,,
,-0.065,,,,,0.045,0.02,-0.095,,,
,-0.065,,,,,0.049,0.02,-0.095,,,
,-0.065,,,,,0.051,0.019,-0.095,,,
,-0.065,,,,,0.049,0.022,-0.095,,,
,-0.065,,,,,0.051,0.025,-0.095,,,
,-0.065,,,,,0.055,0.025,-0.095,,,
,-0.065,,,,,0.055,0.025,-0.095,,,
,-0.065,,,,,0.055,0.024,-0.096,,,
,-0.065,,,,,0.055,0.027,-0.093,,,
,-0.064,,,,,0.055,0.03,-0.09,,,
,-0.065,,,,,0.055,0.03,-0.09,,,
,-0.078,,,,,0.055,0.034,-0.09,,,
,-0.078,,,,,0.058,0.035,-0.09,,,
,-0.074,,,,,0.061,0.037,-0.09,,,
,-0.075,,,,,0.06,0.041,-0.09,,,
,-0.075,,,,,0.06,0.04,-0.09,,,
,-0.071,,,,,0.06,0.036,-0.09,,,
,-0.07,,,,,0.06,0.035,-0.091,,,
,-0.07,,,,,0.06,0.035,-0.088,,,
,-0.07,,,,,0.061,0.035,-0.085,,,
,-0.07,,,,,0.065,0.035,-0.085,,,
,-0.066,,,,,0.065,0.035,-0.081,,,
,-0.065,,,,,0.065,0.034,-0.08,,,
,-0.065,,,,,0.065,0.039,-0.078,,,
,-0.065,,,,,0.065,0.046,-0.075,,,
,-0.065,,,,,0.065,0.05,-0.075,,,
,-0.061,,,,,0.065,0.054,-0.071,,,
,-0.059,,,,,0.068,0.055,-0.07,,,
,-0.061,,,,,0.071,0.057,-0.068,,,
,-0.059,,,,,0.07,0.06,-0.065,,,
,-0.055,,,,,0.07,0.06,-0.065,,,
,-0.055,,,,,0.07,0.064,-0.061,,,
,-0.055,,,,,0.07,0.068,-0.06,,,
,-0.055,,,,,0.07,0.073,-0.058,,,
,-0.054,,,,,0.07,0.074,-0.055,,,
,-0.05,,,,,0.07,0.075,-0.055,,,
,-0.05,,,,,0.074,0.095,-0.051,,,
,-0.05,,,,,0.075,0.105,-0.047,,,
,-0.05,,,,,0.075,0.104,-0.043,,,
,-0.049,,,,,0.075,0.106,-0.039,,,
,-0.045,,,,,0.075,0.11,-0.035,,,
,-0.045,,,,,0.075,0.11,-0.031,,,
,-0.042,,,,,0.075,0.113,-0.028,,,
,-0.039,,,,,0.075,0.114,-0.021,,,
,-0.04,,,,,0.076,0.117,-0.014,,,
,-0.04,,,,,0.08,0.13,-0.01,,,
,-0.036,,,,,0.08,0.135,-0.006,,,
,-0.035,,,,,0.083,0.136,-0.002,,,
,-0.033,,,,,0.085,0.148,0.002,,,
,-0.029,,,,,0.086,0.162,0.006,,,
,-0.03,,,,,0.09,0.16,0.01,,,
,-0.031,,,,,0.09,0.16,0.022,,,
,-0.027,,,,,0.093,0.162,0.032,,,
,-0.025,,,,,0.095,0.17,0.038,,,
,-0.024,,,,,0.096,0.183,0.048,,,
,-0.02,,,,,0.1,0.195,0.06,,,
,-0.02,,,,,0.1,0.202,0.068,,,
,-0.021,,,,,0.103,0.22,0.077,,,
,-0.018,,,,,0.105,0.236,0.082,,,
,-0.015,,,,,0.106,0.241,0.087,,,
,-0.015,,,,,0.115,0.245,0.1,,,
,-0.015,,,,,0.119,0.258,0.113,,,
,-0.012,,,,,0.126,0.263,0.118,,,
,-0.008,,,,,0.133,0.27,0.124,,,
,-0.004,,,,,0.136,0.283,0.14,,,
,0.0,,,,,0.14,0.295,0.16,,,
,0.004,,,,,0.14,0.316,0.176,,,
,0.008,,,,,0.139,0.329,0.193,,,
,0.012,,,,,0.142,0.345,0.203,,,
,0.017,,,,,0.145,0.363,0.207,,,
,0.025,,,,,0.145,0.37,0.22,,,
,0.029,,,,,0.145,0.374,0.232,,,
,0.033,,,,,0.148,0.381,0.246,,,
,0.037,,,,,0.151,0.389,0.265,,,
,0.041,,,,,0.15,0.397,0.276,,,
,0.045,,,,,0.15,0.41,0.28,,,
,0.049,,,,,0.15,0.427,0.304,,,
,0.054,,,,,0.147,0.433,0.317,,,
,0.054,,,,,0.144,0.44,0.325,,,
,0.057,,,,,0.145,0.452,0.338,,,
,0.07,,,,,0.145,0.455,0.35,,,
,0.075,,,,,0.145,0.454,0.359,,,
,0.078,,,,,0.142,0.461,0.362,,,
,0.083,,,,,0.139,0.468,0.371,,,
,0.085,,,,,0.14,0.471,0.381,,,
,0.085,,,,,0.14,0.475,0.385,,,
,0.093,,,,,0.14,0.479,0.405,,,
,0.097,,,,,0.141,0.483,0.418,,,
,0.106,,,,,0.138,0.486,0.423,,,
,0.117,,,,,0.135,0.484,0.425,,,
,0.12,,,,,0.135,0.48,0.42,,,
,0.12,,,,,0.135,0.476,0.415,,,
,0.12,,,,,0.135,0.472,0.415,,,
,0.12,,,,,0.136,0.468,0.413,,,
,0.12,,,,,0.134,0.464,0.41,,,
,0.12,,,,,0.125,0.46,0.41,,,
,0.12,,,,,0.121,0.457,0.406,,,
,0.12,,,,,0.118,0.447,0.401,,,
,0.12,,,,,0.111,0.434,0.4,,,
,0.12,,,,,0.104,0.422,0.399,,,
,0.12,,,,,0.1,0.41,0.395,,,
,0.12,,,,,0.097,0.398,0.396,,,
,0.12,,,,,0.089,0.383,0.384,,,
,0.12,,,,,0.083,0.367,0.368,,,
,0.12,,,,,0.078,0.351,0.357,,,
,0.12,,,,,0.07,0.335,0.345,,,
,0.12,,,,,0.066,0.319,0.333,,,
,0.12,,,,,0.059,0.3,0.321,,,
,0.12,,,,,0.052,0.28,0.31,,,
,0.12,,,,,0.049,0.261,0.295,,,
,0.12,,,,,0.045,0.245,0.27,,,
,0.121,,,,,0.041,0.229,0.249,,,
,0.112,,,,,0.036,0.213,0.232,,,
,0.1,,,,,0.035,0.197,0.219,,,
,0.093,,,,,0.034,0.182,0.206,,,
,0.085,,,,,0.03,0.17,0.19,,,
,0.077,,,,,0.026,0.158,0.178,,,
,0.069,,,,,0.025,0.146,0.163,,,
,0.061,,,,,0.024,0.134,0.147,,,
,0.054,,,,,0.019,0.121,0.131,,,
,0.05,,,,,0.015,0.105,0.115,,,
,0.046,,,,,0.015,0.093,0.099,,,
,0.042,,,,,0.012,0.078,0.085,,,
,0.038,,,,,0.009,0.064,0.076,,,
,0.034,,,,,0.01,0.052,0.068,,,
,0.03,,,,,0.01,0.04,0.06,,,
,0.026,,,,,0.006,0.032,0.048,,,
,0.021,,,,,0.005,0.024,0.038,,,
,0.02,,,,,0.005,0.016,0.032,,,
,0.019,,,,,0.005,0.008,0.022,,,
,0.015,,,,,0.005,0.0,0.01,,,
,0.015,,,,,0.001,-0.008,0.002,,,
,0.012,,,,,0.0,-0.013,-0.005,,,
,0.01,,,,,0.0,-0.017,-0.016,,,
,0.009,,,,,0.0,-0.021,-0.027,,,
,0.005,,,,,0.0,-0.025,-0.035,,,
,0.005,,,,,-0.004,-0.029,-0.043,,,
,0.006,,,,,-0.006,-0.033,-0.052,,,
,0.003,,,,,-0.004,-0.035,-0.057,,,
,0.0,,,,,-0.006,-0.035,-0.061,,,
,0.0,,,,,-0.01,-0.035,-0.065,,,
,-0.004,,,,,-0.01,-0.033,-0.063,,,
,-0.005,,,,,-0.01,-0.048,-0.078,,,
,-0.007,,,,,-0.01,-0.055,-0.085,,,
,-0.01,,,,,-0.011,-0.049,-0.079,,,
,-0.01,,,,,-0.015,-0.05,-0.08,,,
,-0.014,,,,,-0.015,-0.05,-0.08,,,
,-0.016,,,,,-0.015,-0.05,-0.08,,,
,-0.014,,,,,-0.015,-0.05,-0.08,,,
,-0.016,,,,,-0.015,-0.05,-0.08,,,
,-0.02,,,,,-0.015,-0.05,-0.08,,,
,-0.02,,,,,-0.015,-0.05,-0.08,,,
,-0.02,,,,,-0.015,-0.05,-0.077,,,
,-0.02,,,,,-0.015,-0.05,-0.074,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.075,,,
,-0.02,,,,,-0.015,-0.05,-0.071,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.05,-0.07,,,
,-0.02,,,,,-0.015,-0.046,-0.066,,,
,-0.02,,,,,-0.015,-0.044,-0.064,,,
,-0.02,,,,,-0.015,-0.046,-0.066,,,
,-0.02,,,,,-0.015,-0.044,-0.064,,,
,-0.02,,,,,-0.015,-0.04,-0.06,,,
,-0.02,,,,,-0.015,-0.04,-0.06,,,
,-0.017,,,,,-0.012,-0.04,-0.06,,,
,-0.014,,,,,-0.009,-0.04,-0.06,,,
,-0.015,,,,,-0.01,-0.039,-0.059,,,
,-0.015,,,,,-0.01,-0.035,-0.055,,,
,-0.015,,,,,-0.01,-0.035,-0.055,,,
,-0.016,,,,,-0.007,-0.035,-0.055,,,
,-0.013,,,,,-0.004,-0.035,-0.055,,,
,-0.01,,,,,-0.005,-0.034,-0.054,,,
,-0.01,,,,,-0.005,-0.03,-0.05,,,
,-0.01,,,,,-0.005,-0.03,-0.05,,,
,-0.01,,,,,-0.002,-0.031,-0.051,,,
,-0.01,,,,,0.001,-0.028,-0.048,,,
,-0.01,,,,,0.0,-0.025,-0.045,,,
,-0.01,,,,,0.0,-0.025,-0.045,,,
,-0.006,,,,,0.0,-0.025,-0.045,,,
,-0.005,,,,,-0.001,-0.026,-0.046,,,
,-0.005,,,,,0.002,-0.023,-0.043,,,
,-0.005,,,,,0.005,-0.02,-0.04,,,
,-0.005,,,,,0.005,-0.02,-0.04,,,
,-0.005,,,,,0.005,-0.02,-0.04,,,
,-0.002,,,,,0.004,-0.019,-0.039,,,
,0.001,,,,,0.007,-0.022,-0.042,,,
,0.0,,,,,0.01,-0.025,-0.045,,,
,0.0,,,,,0.01,-0.025,-0.045,,,
,0.0,,,,,0.01,-0.025,-0.045,,,
,0.0,,,,,0.01,-0.025,-0.045,,,
,0.0,,,,,0.01,-0.025,-0.045,,,
,0.001,,,,,0.009,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.005,-0.025,-0.045,,,
,0.005,,,,,0.006,-0.025,-0.048,,,
,0.005,,,,,0.003,-0.025,-0.051,,,
,0.005,,,,,0.0,-0.025,-0.05,,,
,0.005,,,,,0.0,-0.025,-0.05,,,
,0.005,,,,,0.0,-0.025,-0.05,,,
,0.002,,,,,0.0,-0.025,-0.05,,,
,-0.001,,,,,0.0,-0.025,-0.05,,,
,0.0,,,,,0.0,-0.025,-0.05,,,
,0.0,,,,,0.0,-0.025,-0.05,,,
,0.0,,,,,0.0,-0.025,-0.05,,,
,-0.003,,,,,-0.003,-0.025,-0.05,,,
,-0.006,,,,,-0.006,-0.025,-0.05,,,
,-0.005,,,,,-0.005,-0.025,-0.05,,,
,-0.005,,,,,-0.005,-0.025,-0.05,,,
,-0.005,,,,,-0.005,-0.033,-0.058,,,
,-0.008,,,,,-0.005,-0.038,-0.063,,,
,-0.011,,,,,-0.005,-0.042,-0.067,,,
,-0.01,,,,,-0.005,-0.045,-0.07,,,
,-0.01,,,,,-0.005,-0.045,-0.07,,,
,-0.01,,,,,-0.005,-0.045,-0.07,,,
,-0.009,,,,,-0.008,-0.045,-0.07,,,
,-0.012,,,,,-0.011,-0.045,-0.07,,,
,-0.015,,,,,-0.01,-0.045,-0.07,,,
,-0.015,,,,,-0.01,-0.045,-0.07,,,
,-0.015,,,,,-0.01,-0.045,-0.074,,,
,-0.014,,,,,-0.01,-0.045,-0.078,,,
,-0.017,,,,,-0.01,-0.045,-0.082,,,
,-0.02,,,,,-0.01,-0.045,-0.085,,,
,-0.02,,,,,-0.01,-0.045,-0.085,,,
,-0.02,,,,,-0.014,-0.049,-0.085,,,
,-0.02,,,,,-0.015,-0.053,-0.088,,,
,-0.02,,,,,-0.015,-0.057,-0.091,,,
,-0.02,,,,,-0.015,-0.06,-0.09,,,
,-0.02,,,,,-0.015,-0.06,-0.09,,,
,-0.02,,,,,-0.015,-0.06,-0.094,,,
,-0.02,,,,,-0.015,-0.06,-0.095,,,
,-0.02,,,,,-0.015,-0.06,-0.095,,,
,-0.02,,,,,-0.016,-0.06,-0.095,,,
,-0.02,,,,,-0.02,-0.06,-0.095,,,
,-0.02,,,,,-0.02,-0.06,-0.095,,,
,-0.02,,,,,-0.02,-0.06,-0.094,,,
,-0.02,,,,,-0.02,-0.06,-0.097,,,
,-0.02,,,,,-0.02,-0.06,-0.1,,,
,-0.02,,,,,-0.02,-0.06,-0.1,,,
,-0.02,,,,,-0.02,-0.06,-0.104,,,
,-0.02,,,,,-0.02,-0.06,-0.105,,,
,-0.02,,,,,-0.02,-0.06,-0.107,,,
,-0.02,,,,,-0.021,-0.06,-0.11,,,
,-0.02,,,,,-0.025,-0.06,-0.11,,,
,-0.02,,,,,-0.025,-0.06,-0.114,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.02,,,,,-0.025,-0.06,-0.115,,,
,-0.023,,,,,-0.025,-0.059,-0.115,,,
,-0.026,,,,,-0.025,-0.062,-0.115,,,
,-0.025,,,,,-0.025,-0.065,-0.115,,,
,-0.025,,,,,-0.025,-0.065,-0.115,,,
,-0.025,,,,,-0.025,-0.069,-0.115,,,
,-0.025,,,,,-0.025,-0.07,-0.115,,,
,-0.025,,,,,-0.025,-0.072,-0.115,,,
,-0.025,,,,,-0.025,-0.076,-0.115,,,
,-0.025,,,,,-0.025,-0.075,-0.115,,,
,-0.025,,,,,-0.025,-0.071,-0.115,,,
,-0.024,,,,,-0.022,-0.07,-0.115,,,
,-0.027,,,,,-0.019,-0.07,-0.115,,,
,-0.03,,,,,-0.02,-0.07,-0.115,,,
,-0.03,,,,,-0.02,-0.07,-0.115,,,
,-0.03,,,,,-0.02,-0.07,-0.115,,,
,-0.03,,,,,-0.02,-0.07,-0.116,,,
,-0.03,,,,,-0.02,-0.07,-0.113,,,
,-0.03,,,,,-0.02,-0.07,-0.11,,,
,-0.03,,,,,-0.02,-0.07,-0.11,,,
,-0.03,,,,,-0.016,-0.07,-0.11,,,
,-0.03,,,,,-0.015,-0.07,-0.111,,,
,-0.03,,,,,-0.015,-0.07,-0.108,,,
,-0.029,,,,,-0.015,-0.07,-0.105,,,
,-0.025,,,,,-0.015,-0.07,-0.105,,,
,-0.025,,,,,-0.015,-0.07,-0.105,,,
,-0.026,,,,,-0.015,-0.07,-0.105,,,
,-0.023,,,,,-0.015,-0.07,-0.105,,,
,-0.02,,,,,-0.014,-0.07,-0.104,,,
,-0.02,,,,,-0.01,-0.07,-0.1,,,
,-0.02,,,,,-0.01,-0.07,-0.1,,,
,-0.017,,,,,-0.01,-0.07,-0.1,,,
,-0.015,,,,,-0.01,-0.07,-0.1,,,
,-0.015,,,,,-0.01,-0.07,-0.099,,,
,-0.015,,,,,-0.01,-0.07,-0.095,,,
,-0.016,,,,,-0.01,-0.07,-0.095,,,
,-0.01,,,,,-0.01,-0.07,-0.095,,,
,-0.001,,,,,-0.011,-0.068,-0.095,,,
,0.007,,,,,-0.008,-0.064,-0.095,,,
,0.015,,,,,0.005,-0.06,-0.095,,,
,0.023,,,,,0.013,-0.056,-0.087,,,
,0.031,,,,,0.02,-0.052,-0.081,,,
,0.037,,,,,0.031,-0.048,-0.079,,,
,0.041,,,,,0.043,-0.044,-0.073,,,
,0.045,,,,,0.05,-0.04,-0.065,,,
,0.049,,,,,0.057,-0.036,-0.061,,,
,0.056,,,,,0.074,-0.035,-0.056,,,
,0.063,,,,,0.077,-0.035,-0.056,,,
,0.064,,,,,0.062,-0.035,-0.061,,,
,0.06,,,,,0.055,-0.035,-0.06,,,
,0.06,,,,,0.047,-0.035,-0.06,,,
,0.057,,,,,0.039,-0.035,-0.06,,,
,0.055,,,,,0.031,-0.035,-0.06,,,
,0.054,,,,,0.023,-0.035,-0.061,,,
,0.05,,,,,0.015,-0.035,-0.065,,,
,0.051,,,,,0.007,-0.035,-0.065,,,
,0.044,,,,,-0.001,-0.035,-0.065,,,
,0.037,,,,,-0.009,-0.037,-0.065,,,
,0.034,,,,,-0.017,-0.041,-0.065,,,
,0.03,,,,,-0.025,-0.045,-0.065,,,
,0.026,,,,,-0.033,-0.049,-0.07,,,
,0.022,,,,,-0.041,-0.053,-0.069,,,
,0.018,,,,,-0.048,-0.056,-0.076,,,
,0.014,,,,,-0.058,-0.063,-0.094,,,
,0.01,,,,,-0.07,-0.08,-0.105,,,
,0.006,,,,,-0.066,-0.085,-0.109,,,
,0.001,,,,,-0.064,-0.088,-0.112,,,
,0.0,,,,,-0.065,-0.092,-0.119,,,
,-0.001,,,,,-0.065,-0.095,-0.126,,,
,-0.005,,,,,-0.065,-0.095,-0.13,,,
,-0.009,,,,,-0.065,-0.095,-0.134,,,
,-0.01,,,,,-0.065,-0.098,-0.136,,,
,-0.011,,,,,-0.065,-0.101,-0.134,,,
,-0.016,,,,,-0.064,-0.1,-0.136,,,
,-0.02,,,,,-0.06,-0.1,-0.14,,,
,-0.02,,,,,-0.06,-0.104,-0.14,,,
,-0.023,,,,,-0.06,-0.109,-0.139,,,
,-0.041,,,,,-0.06,-0.108,-0.142,,,
,-0.056,,,,,-0.06,-0.104,-0.145,,,
,-0.05,,,,,-0.06,-0.105,-0.145,,,
,-0.05,,,,,-0.06,-0.105,-0.145,,,
,-0.05,,,,,-0.059,-0.105,-0.146,,,
,-0.05,,,,,-0.063,-0.105,-0.143,,,
,-0.049,,,,,-0.072,-0.104,-0.14,,,
,-0.045,,,,,-0.075,-0.1,-0.14,,,
,-0.045,,,,,-0.073,-0.1,-0.14,,,
,-0.045,,,,,-0.088,-0.1,-0.137,,,
,-0.045,,,,,-0.096,-0.1,-0.134,,,
,-0.044,,,,,-0.088,-0.1,-0.135,,,
,-0.04,,,,,,,,-0.14,-0.085,-0.12
,-0.04,,,,,,,,-0.14,-0.085,-0.12
,-0.04,,,,,,,,-0.137,-0.085,-0.12
,-0.04,,,,,,,,-0.134,-0.085,-0.12
,-0.04,,,,,,,,-0.135,-0.085,-0.12
,-0.04,,,,,,,,-0.135,-0.085,-0.12
,-0.036,,,,,,,,-0.135,-0.085,-0.124
,-0.035,,,,,,,,-0.135,-0.085,-0.125
,-0.035,,,,,,,,-0.135,-0.085,-0.125
,-0.035,,,,,,,,-0.135,-0.085,-0.125
,-0.035,,,,,,,,-0.135,-0.085,-0.125
,-0.031,,,,,,,,-0.135,-0.085,-0.125
,-0.03,,,,,,,,-0.135,-0.085,-0.125
,-0.03,,,,,,,,-0.135,-0.085,-0.125
,-0.03,,,,,,,,-0.135,-0.085,-0.125
,-0.03,,,,,,,,-0.135,-0.085,-0.125
,-0.03,,,,,,,,-0.131,-0.085,-0.129
,-0.033,,,,,,,,-0.13,-0.085,-0.13
,-0.036,,,,,,,,-0.13,-0.085,-0.13
,-0.035,,,,,,,,-0.13,-0.085,-0.13
,-0.035,,,,,,,,-0.13,-0.085,-0.13
,-0.035,,,,,,,,-0.13,-0.081,-0.13
,-0.038,,,,,,,,-0.13,-0.08,-0.13
,-0.041,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.13,-0.08,-0.13
,-0.04,,,,,,,,-0.129,-0.08,-0.13
,-0.04,,,,,,,,-0.125,-0.08,-0.13
,-0.04,,,,,,,,-0.125,-0.08,-0.13
,-0.04,,,,,,,,-0.125,-0.08,-0.13
,-0.04,,,,,,,,-0.125,-0.08,-0.13
,-0.04,,,,,,,,-0.125,-0.079,-0.13
,-0.04,,,,,,,,-0.125,-0.075,-0.13
,-0.044,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.075,-0.13
,-0.045,,,,,,,,-0.125,-0.074,-0.128
,-0.044,,,,,,,,-0.124,-0.077,-0.137
,-0.046,,,,,,,,-0.127,-0.089,-0.153
,-0.055,,,,,,,,-0.145,-0.11,-0.165
,-0.061,,,,,,,,-0.168,-0.133,-0.188
,-0.052,,,,,,,,-0.16,-0.158,-0.215
,-0.041,,,,,,,,-0.145,-0.148,-0.213
,-0.032,,,,,,,,-0.118,-0.113,-0.192
,-0.02,,,,,,,,-0.045,-0.085,-0.175
,-0.015,,,,,,,,0.026,-0.028,-0.12
,0.02,,,,,,,,0.117,0.05,-0.069
,0.067,,,,,,,,0.258,0.161,0.002
,0.104,,,,,,,,0.426,0.292,0.098
,0.145,,,,,,,,0.59,0.42,0.185
,0.201,,,,,,,,0.771,0.564,0.289
,0.287,,,,,,,,0.942,0.705,0.387
,0.382,,,,,,,,1.127,0.848,0.487
,0.473,,,,,,,,1.303,0.989,0.589
,0.56,,,,,,,,1.405,1.095,0.67
,0.626,,,,,,,,1.459,1.151,0.728
,0.676,,,,,,,,1.54,1.22,0.773
,0.695,,,,,,,,1.605,1.262,0.786
,0.697,,,,,,,,1.659,1.277,0.798
,0.695,,,,,,,,1.77,1.325,0.825
,0.651,,,,,,,,1.869,1.356,0.774
,0.616,,,,,,,,1.816,1.28,0.734
,0.542,,,,,,,,1.552,1.068,0.631
,0.394,,,,,,,,1.123,0.765,0.434
,0.235,,,,,,,,0.635,0.45,0.24
,0.143,,,,,,,,0.234,0.215,0.094
,0.106,,,,,,,,0.113,0.133,0.031
,0.083,,,,,,,,0.091,0.099,-0.006
,0.061,,,,,,,,0.041,0.058,-0.04
,0.05,,,,,,,,0.03,0.05,-0.045
,0.042,,,,,,,,0.018,0.038,-0.052
,0.031,,,,,,,,0.005,0.026,-0.067
,0.021,,,,,,,,-0.005,0.014,-0.082
,0.012,,,,,,,,-0.02,0.002,-0.092
,0.0,,,,,,,,-0.045,-0.01,-0.1
,-0.009,,,,,,,,-0.066,-0.022,-0.112
,-0.013,,,,,,,,-0.081,-0.031,-0.122
,-0.017,,,,,,,,-0.1,-0.04,-0.127
,-0.021,,,,,,,,-0.118,-0.053,-0.131
,-0.025,,,,,,,,-0.125,-0.065,-0.135
,-0.025,,,,,,,,-0.129,-0.073,-0.135
,-0.027,,,,,,,,-0.133,-0.081,-0.138
,-0.033,,,,,,,,-0.137,-0.087,-0.14
,-0.035,,,,,,,,-0.141,-0.091,-0.141
,-0.035,,,,,,,,-0.145,-0.095,-0.145
,-0.039,,,,,,,,-0.149,-0.099,-0.146
,-0.044,,,,,,,,-0.153,-0.103,-0.142
,-0.045,,,,,,,,-0.156,-0.105,-0.139
,-0.045,,,,,,,,-0.155,-0.105,-0.14
,-0.045,,,,,,,,-0.155,-0.105,-0.14
,-0.045,,,,,,,,-0.159,-0.105,-0.136
,-0.045,,,,,,,,-0.161,-0.105,-0.134
,-0.045,,,,,,,,-0.159,-0.105,-0.136
,-0.045,,,,,,,,-0.161,-0.105,-0.134
,-0.045,,,,,,,,-0.165,-0.105,-0.13
,-0.045,,,,,,,,-0.165,-0.105,-0.13
,-0.046,,,,,,,,-0.165,-0.105,-0.131
,-0.059,,,,,,,,-0.165,-0.105,-0.128
,-0.071,,,,,,,,-0.164,-0.105,-0.125
,-0.065,,,,,,,,-0.16,-0.105,-0.125
,-0.064,,,,,,,,-0.16,-0.105,-0.125
,-0.066,,,,,,,,-0.161,-0.105,-0.122
,-0.063,,,,,,,,-0.158,-0.105,-0.119
,-0.06,,,,,,,,-0.155,-0.105,-0.12
,-0.06,,,,,,,,-0.155,-0.105,-0.12
